106	1	8
122	1	8
181	1	8
207	1	8
260	1	8
338	1	8
342	1	8
438	1	8
454	1	8
526	1	8
555	1	8
593	1	8
830	1	8
903	1	8
919	1	8
110	2	2
133	2	2
173	2	2
298	2	2
305	2	2
444	2	2
633	2	2
665	2	2
695	2	2
715	2	2
885	2	2
5	3	8
63	3	8
143	3	8
145	3	8
326	3	8
334	3	8
523	3	8
720	3	8
865	3	8
880	3	8
944	3	8
966	3	8
26	4	10
247	4	10
269	4	10
436	4	10
581	4	10
634	4	10
724	4	10
749	4	10
844	4	10
872	4	10
877	4	10
898	4	10
187	5	10
388	5	10
411	5	10
675	5	10
765	5	10
793	5	10
871	5	10
998	5	10
1	6	6
322	6	6
413	6	6
594	6	6
763	6	6
856	6	6
37	7	5
55	7	5
92	7	5
284	7	5
320	7	5
365	7	5
402	7	5
420	7	5
421	7	5
493	7	5
569	7	5
602	7	5
680	7	5
729	7	5
738	7	5
97	8	7
125	8	7
134	8	7
150	8	7
215	8	7
235	8	7
273	8	7
274	8	7
376	8	7
385	8	7
597	8	7
739	8	7
785	8	7
933	8	7
953	8	7
324	9	5
468	9	5
733	9	5
915	9	5
76	10	3
140	10	3
446	10	3
566	10	3
947	10	3
984	10	3
992	10	3
463	11	5
498	11	5
745	11	5
868	11	5
146	12	4
156	12	4
432	12	4
881	12	4
437	13	7
850	13	7
97	14	10
259	14	10
651	14	10
107	15	8
232	15	8
599	15	8
736	15	8
934	15	8
102	16	7
334	16	7
17	17	5
235	17	5
237	17	5
624	17	5
678	17	5
953	17	5
960	17	5
51	18	1
340	18	1
506	18	1
514	18	1
518	18	1
691	18	1
802	18	1
807	18	1
878	18	1
990	18	1
223	19	10
326	19	10
439	19	10
472	19	10
711	19	10
901	19	10
958	19	10
225	20	9
338	20	9
370	20	9
395	20	9
485	20	9
521	20	9
631	20	9
659	20	9
668	20	9
733	20	9
789	20	9
790	20	9
897	20	9
938	20	9
996	20	9
39	21	3
50	21	3
361	21	3
552	21	3
583	21	3
624	21	3
42	22	4
187	22	4
485	22	4
546	22	4
562	22	4
606	22	4
667	22	4
719	22	4
789	22	4
848	22	4
8	23	1
59	23	1
152	23	1
252	23	1
436	23	1
530	23	1
541	23	1
629	23	1
704	23	1
709	23	1
785	23	1
793	23	1
813	23	1
850	23	1
947	23	1
137	24	7
337	24	7
364	24	7
480	24	7
533	24	7
715	24	7
842	24	7
871	24	7
520	25	10
562	25	10
298	26	3
607	26	3
615	26	3
862	26	3
889	26	3
988	26	3
273	27	8
316	27	8
464	27	8
631	27	8
246	28	1
446	28	1
471	28	1
580	28	1
678	28	1
856	28	1
981	28	1
206	29	6
241	29	6
315	29	6
461	29	6
764	29	6
784	29	6
835	29	6
222	30	7
378	30	7
597	30	7
705	30	7
885	30	7
992	30	7
180	31	2
252	31	2
325	31	2
374	31	2
699	31	2
852	31	2
22	32	10
41	32	10
91	32	10
308	32	10
440	32	10
467	32	10
595	32	10
803	32	10
846	32	10
172	33	9
201	33	9
66	34	4
149	34	4
153	34	4
288	34	4
386	34	4
869	34	4
186	35	7
277	35	7
280	35	7
329	35	7
405	35	7
605	35	7
611	35	7
660	35	7
914	35	7
101	36	6
179	36	6
386	36	6
416	36	6
544	36	6
685	36	6
725	36	6
729	36	6
871	36	6
934	36	6
978	36	6
29	37	3
31	37	3
190	37	3
228	37	3
328	37	3
365	37	3
379	37	3
519	37	3
569	37	3
651	37	3
696	37	3
792	37	3
877	37	3
58	38	3
62	38	3
137	38	3
167	38	3
271	38	3
608	38	3
714	38	3
780	38	3
16	39	6
249	39	6
270	39	6
459	39	6
510	39	6
651	39	6
850	39	6
77	40	4
379	40	4
851	40	4
880	40	4
955	40	4
82	41	9
154	41	9
233	41	9
532	41	9
629	41	9
715	41	9
773	41	9
780	41	9
845	41	9
851	41	9
949	41	9
953	41	9
974	41	9
413	42	6
467	42	6
563	42	6
566	42	6
671	42	6
754	42	6
881	42	6
920	42	6
41	43	10
84	43	10
109	43	10
206	43	10
242	43	10
387	43	10
613	43	10
721	43	10
776	43	10
808	43	10
827	43	10
862	43	10
882	43	10
187	44	8
253	44	8
342	44	8
378	44	8
566	44	8
642	45	8
807	45	8
823	45	8
975	45	8
212	46	4
411	46	4
440	46	4
861	46	4
54	47	6
123	47	6
194	47	6
278	47	6
364	47	6
370	47	6
520	47	6
653	47	6
761	47	6
812	47	6
839	47	6
904	47	6
968	47	6
999	47	6
8	48	7
66	48	7
157	48	7
274	48	7
293	48	7
440	48	7
699	48	7
205	49	6
310	49	6
373	49	6
382	49	6
456	49	6
495	49	6
600	49	6
613	49	6
712	49	6
721	49	6
82	50	9
131	50	9
257	50	9
292	50	9
412	50	9
425	50	9
518	50	9
678	50	9
714	50	9
732	50	9
747	50	9
755	50	9
874	50	9
926	50	9
59	51	1
290	51	1
409	51	1
463	51	1
566	51	1
654	51	1
901	51	1
119	52	1
126	52	1
217	52	1
451	52	1
513	52	1
570	52	1
655	52	1
674	52	1
690	52	1
725	52	1
782	52	1
